entry_ts,exit_ts,entry_price,exit_price,qty,pnl,reason,trade_type,cash_after,position_after,slippage_cost,slippage_pct
1692144000.0,1692162000.0,29121.622203255465,29191.94638390349,0.17169373206967353,-12.07422103020141,take_profit1,short,14987.925778969799,-0.17169373206967353,8.535991497399028,8.535991497399028
1693526400.0,1693576800.0,25997.64383227168,25743.89685662828,0.18916310404438547,47.99956555458066,take_profit1,short,14801.38458101323,-0.18916310404438547,5.087892888841933,5.087892888841933
1694649600.0,1694700000.0,26609.285211139166,26693.371623816063,0.18583806676965164,15.626456373469752,take_profit1,long,4960.644578133854,0.18583806676965164,7.067119912412144,7.067119912412144
1695603600.0,1695618000.0,26023.175058785815,26179.322292994566,0.1897053097503632,-29.621959432233595,take_profit1,short,14780.581496212433,-0.1897053097503632,12.428029834990433,12.428029834990433
1695920400.0,1696197600.0,27229.696057303758,27932.469521387957,0.17981425940164145,126.36868997142632,take_profit1,long,5022.656320247297,0.17981425940164145,11.501006092599132,11.501006092599132
1697032800.0,1697036400.0,26992.96724463679,26823.92107881707,0.1865670036295038,31.53843663204141,take_profit1,short,15139.529490335728,-0.1865670036295038,8.294970253036348,8.294970253036348
1697454000.0,1697457600.0,27827.512704201028,27850.58151394578,0.18131291395118473,4.182673116206616,take_profit1,long,5049.670089528508,0.18131291395118473,6.782641612993013,6.782641612993013
1702882800.0,1702893600.0,41040.37897059032,40861.066249678195,0.12454643819178739,22.332760712082955,take_profit1,short,15356.631829196556,-0.12454643819178739,4.678742593642586,4.678742593642586
1703692800.0,1703707200.0,43157.88364458737,43404.7187534448,0.11239375342219363,27.74272436086282,take_profit1,long,4878.419256934339,0.11239375342219363,4.563326493958565,4.563326493958565
1703808000.0,1703865600.0,42325.378268936816,42007.91759793687,0.11471948003881456,36.418923109887416,take_profit1,short,14603.055085485605,-0.11471948003881456,4.207634964390258,4.207634964390258
1704146400.0,1704150000.0,43638.88693294443,44127.980539459335,0.1114040902410277,54.48702827649641,take_profit1,long,4916.037526172242,0.1114040902410277,5.745048835753687,5.745048835753687
1705136400.0,1705269600.0,42891.913052570184,42327.635756897915,0.11619049997697734,65.56366110981763,take_profit1,short,15016.462128751327,-0.11619049997697734,6.581698815543257,6.581698815543257
1710824400.0,1710835200.0,65171.79659681325,63482.17716759406,0.07556233702973958,127.6715927626564,take_profit1,short,14901.27137060877,-0.07556233702973958,1.3735092639885549,1.3735092639885549
1711375200.0,1711382400.0,69440.50537162814,70126.84033931569,0.07169543897198516,49.207086790182245,take_profit1,long,5027.774601845557,0.07169543897198516,1.977335879459782,1.977335879459782
1712451600.0,1712505600.0,69675.79992920617,70011.94997696498,0.06972459801433031,23.437926952481135,take_profit1,long,4881.555068343286,0.06972459801433031,4.32641291289638,4.32641291289638
1712980800.0,1713027600.0,67541.53495103047,66759.90129436062,0.07245176686571973,56.630739467443604,take_profit1,short,14737.141371542204,-0.07245176686571973,2.1033685708261523,2.1033685708261523
1714006800.0,1714039200.0,63983.65783672692,63501.68539795038,0.07871987310494019,37.940809220567644,take_profit1,short,15148.297086311733,-0.07871987310494019,3.123242292041711,3.123242292041711
1714896000.0,1714914000.0,63794.37911743207,64040.84097433177,0.07913117621868672,19.50281662951457,take_profit1,long,5067.62707233274,0.07913117621868672,6.257616315354784,6.257616315354784
1715194800.0,1715198400.0,62063.946127541305,61624.37128788166,0.08133581018866785,35.7531757222711,take_profit1,short,15179.81720109049,-0.08133581018866785,4.421519392753952,4.421519392753952
1715785200.0,1715796000.0,64806.44501707289,65678.80898916007,0.07801833593575967,68.06038543255126,take_profit1,long,5124.151383576882,0.07801833593575967,3.0014442474979406,3.0014442474979406
1718092800.0,1718096400.0,67418.78203470093,67131.11359920517,0.07616155921945719,21.90927658557849,take_profit1,short,15426.067957904232,-0.07616155921945719,3.562350245772079,3.562350245772079
1720954800.0,1720990800.0,60243.96651859566,61211.617473844606,0.0851705788349371,82.4153919687324,take_profit1,long,5213.428891670095,0.0851705788349371,5.514158427891,5.514158427891
1722484800.0,1722524400.0,63629.11902741292,62953.26279322055,0.08301259097134939,56.104577124447566,take_profit1,short,15902.158672194248,-0.08301259097134939,3.873599367198336,3.873599367198336
1724270400.0,1724428800.0,61340.166251869996,61672.759137946756,0.08036414150131004,26.72854175900182,take_profit1,long,4956.278342138165,0.08036414150131004,4.760037379291329,4.760037379291329
1724842800.0,1724850000.0,59865.09528771577,59368.70730166914,0.08373931451924138,41.567189687131204,take_profit1,short,15080.75331875429,-0.08373931451924138,2.906365650586549,2.906365650586549
1726142400.0,1726156800.0,57783.236689563346,58016.43277533073,0.08693447044711951,20.272778226528583,take_profit1,long,5043.627860554285,0.08693447044711951,4.308231083451757,4.308231083451757
1727827200.0,1727895600.0,60979.48016366036,60231.536956021,0.08377559931377879,62.65939047265721,take_profit1,short,15388.436880132655,-0.08377559931377879,3.478945628336204,3.478945628336204
1728439200.0,1728478800.0,62113.815218153715,61877.439877343335,0.08123617709967973,19.202229048069206,take_profit1,short,15156.868909244222,-0.08123617709967973,6.210495775112117,6.210495775112117
1730739600.0,1730750400.0,67723.3049367775,67400.32862215585,0.07365918622051777,23.790172503532126,take_profit1,short,14989.120761924543,-0.07365918622051777,3.8544837240410086,3.8544837240410086
1730829600.0,1730851200.0,70315.83083605526,71056.9771537383,0.07098457738411355,52.609958140522835,take_profit1,long,5043.949493450726,0.07098457738411355,2.772859633306509,2.772859633306509
1734663600.0,1734681600.0,97050.42104150436,95498.14849792371,0.053166926992873766,82.52956099759486,take_profit1,short,15562.147511421561,-0.053166926992873766,1.297724827115528,1.297724827115528
1735912800.0,1735916400.0,97205.33618389003,97423.76022748166,0.05345861035575981,11.676645838694391,take_profit1,long,5208.138837393912,0.05345861035575981,5.217013623765488,5.217013623765488
1736362800.0,1736406000.0,94156.83743852138,93266.54629026332,0.05663266883244526,50.419563763756564,take_profit1,short,16047.478542662253,-0.05663266883244526,2.5459946984178172,2.5459946984178172
1736924400.0,1736946000.0,97408.19607450395,98905.07793662982,0.05496336716506695,82.27366739075326,take_profit1,long,5436.156113120547,0.05496336716506695,3.2385550031383836,3.2385550031383836
1738177200.0,1738180800.0,103721.98834851698,104130.58460261628,0.04942890549472202,20.1964656293713,take_profit1,long,5147.060825432876,0.04942890549472202,3.131093660805348,3.131093660805348
1738447200.0,1738465200.0,100415.79944409682,99302.35869050748,0.050868289022157544,56.63882606263148,take_profit1,short,15380.578551602603,-0.050868289022157544,4.857854989971891,4.857854989971891
1740110400.0,1740132000.0,98387.30247379692,98526.88434157368,0.053204984574748954,7.426451121976787,take_profit1,long,5242.121361591502,0.053204984574748954,4.528577293642096,4.528577293642096
1740186000.0,1740312000.0,96142.15891533576,95888.25181021396,0.05438961507281659,13.809909711828164,take_profit1,short,15701.21495673585,-0.05438961507281659,8.447893469950648,8.447893469950648
1742547600.0,1742558400.0,83983.3832612193,83548.58569105077,0.060619992165107106,26.357425297023344,take_profit1,short,15299.573531179925,-0.060619992165107106,4.886316359961081,4.886316359961081
1742756400.0,1742767200.0,85401.35752110371,85178.8013656602,0.059429504610501775,-13.226402066025727,take_profit1,long,5062.133968477518,0.059429504610501775,10.840454775492981,10.840454775492981
1743213600.0,1743242400.0,83743.44823458462,82998.58895540111,0.060996079528065995,45.433495830295335,take_profit1,short,15369.4995812439,-0.060996079528065995,4.317238792559577,4.317238792559577
1743634800.0,1743681600.0,82445.19444840871,81980.30176571682,0.06046913113926782,28.11165659538195,take_profit1,short,14984.279481305168,-0.06046913113926782,1.8891624281530446,1.8891624281530446
1744437600.0,1744462800.0,83659.01228834335,84397.61246247648,0.059645289005957065,44.0540208460206,take_profit1,long,5033.9199867371735,0.059645289005957065,3.6161469973102913,3.6161469973102913
1748613600.0,1748620800.0,105222.78965981698,103956.21158091808,0.04756931899861878,60.25025667179915,take_profit1,short,15076.379598428997,-0.04756931899861878,2.7334082728572455,2.7334082728572455
1750096800.0,1750100400.0,108470.65914257427,108549.9999374752,0.044967318378847806,3.5677427847408487,take_profit1,long,4881.202407212357,0.044967318378847806,4.586669286215366,4.586669286215366
1750824000.0,1750845600.0,106388.26676849002,107015.42992871662,0.044820541284391356,28.109792314985626,take_profit1,long,4796.489495186934,0.044820541284391356,4.977772510004354,4.977772510004354
